Time,InNum,OutNum,Station
2023-04-16 00:00:00,0,381,F
2023-04-16 00:15:00,77,596,F
2023-04-16 00:30:00,166,692,F
2023-04-16 00:45:00,278,807,F
2023-04-16 01:00:00,299,828,F
2023-04-16 01:15:00,407,937,F
2023-04-16 01:30:00,471,998,F
2023-04-16 01:45:00,394,923,F
2023-04-16 02:00:00,429,963,F
2023-04-16 02:15:00,424,965,F
2023-04-16 02:30:00,635,1182,F
2023-04-16 02:45:00,593,1136,F
2023-04-16 03:00:00,656,1198,F
2023-04-16 03:15:00,545,1087,F
2023-04-16 03:30:00,548,1092,F
2023-04-16 03:45:00,512,1050,F
2023-04-16 04:00:00,379,912,F
2023-04-16 04:15:00,356,887,F
2023-04-16 04:30:00,294,823,F
2023-04-16 04:45:00,398,921,F
2023-04-16 05:00:00,491,1010,F
2023-04-16 05:15:00,538,1052,F
2023-04-16 05:30:00,492,1009,F
2023-04-16 05:45:00,437,958,F
2023-04-16 06:00:00,456,977,F
2023-04-16 06:15:00,562,1085,F
2023-04-16 06:30:00,484,1029,F
2023-04-16 06:45:00,426,977,F
2023-04-16 07:00:00,400,954,F
2023-04-16 07:15:00,347,916,F
2023-04-16 07:30:00,317,900,F
2023-04-16 07:45:00,306,928,F
2023-04-16 08:00:00,278,869,F
2023-04-16 08:15:00,314,919,F
2023-04-16 08:30:00,442,1093,F
2023-04-16 08:45:00,518,1196,F
2023-04-16 09:00:00,597,1216,F
2023-04-16 09:15:00,633,1235,F
2023-04-16 09:30:00,606,1228,F
2023-04-16 09:45:00,700,1255,F
2023-04-16 10:00:00,872,1362,F
2023-04-16 10:15:00,992,1498,F
2023-04-16 10:30:00,902,1419,F
2023-04-16 10:45:00,837,1375,F
2023-04-16 11:00:00,886,1412,F
2023-04-16 11:15:00,744,1263,F
2023-04-16 11:30:00,749,1269,F
2023-04-16 11:45:00,700,1223,F
2023-04-16 12:00:00,639,1161,F
2023-04-16 12:15:00,493,1009,F
2023-04-16 12:30:00,561,1102,F
2023-04-16 12:45:00,512,1050,F
2023-04-16 13:00:00,463,1000,F
2023-04-16 13:15:00,422,965,F
2023-04-16 13:30:00,256,820,F
2023-04-16 13:45:00,372,939,F
2023-04-16 14:00:00,427,971,F
2023-04-16 14:15:00,421,943,F
2023-04-16 14:30:00,349,880,F
2023-04-16 14:45:00,467,988,F
2023-04-16 15:00:00,568,1096,F
2023-04-16 15:15:00,772,1290,F
2023-04-16 15:30:00,703,1211,F
2023-04-16 15:45:00,823,1347,F
2023-04-16 16:00:00,837,1344,F
2023-04-16 16:15:00,719,1232,F
2023-04-16 16:30:00,653,1161,F
2023-04-16 16:45:00,637,1140,F
2023-04-16 17:00:00,612,1096,F
2023-04-16 17:15:00,684,1139,F
2023-04-16 17:30:00,777,1234,F
2023-04-16 17:45:00,790,1212,F
2023-04-16 18:00:00,736,1100,F
2023-04-16 18:15:00,746,1103,F
2023-04-16 18:30:00,779,1146,F
2023-04-16 18:45:00,793,1154,F
2023-04-16 19:00:00,684,1071,F
2023-04-16 19:15:00,732,1114,F
2023-04-16 19:30:00,607,1046,F
2023-04-16 19:45:00,565,1061,F
2023-04-16 20:00:00,603,1112,F
2023-04-16 20:15:00,463,969,F
2023-04-16 20:30:00,665,1195,F
2023-04-16 20:45:00,705,1252,F
2023-04-16 21:00:00,650,1175,F
2023-04-16 21:15:00,673,1196,F
2023-04-16 21:30:00,584,1116,F
2023-04-16 21:45:00,651,1174,F
2023-04-16 22:00:00,600,1105,F
2023-04-16 22:15:00,556,1055,F
2023-04-16 22:30:00,552,1056,F
2023-04-16 22:45:00,546,1070,F
2023-04-16 23:00:00,598,1139,F
2023-04-16 23:15:00,580,1124,F
2023-04-16 23:30:00,451,999,F
2023-04-16 23:45:00,550,1093,F
